Title,Data,Category
"The swimming suit not as in the picture on farfetch

","The swimming suit i received is good quality. However, it was not as pictured on farfetch. The one that i ordered was supposed to have wide padded shoulders unlike the one that i received. I initially ordered it because of its padded shoulders that i found really nice. And when you purchase a swimming suit at AED800 you’d expect to receive the item as described online.

",neg
"Package not checked properly

","Farfetch has always been good to me until today when I received 2 left foot shoes in a boxPlease advise your partner boutiques or your checking team to be more detail orientated and thorough before sending shipmentAnother improvement I&apos;d like farfetch to take seriously but they probably wouldn&apos;t do anything about is courier pickup selection times. I&apos;m sure i&apos;m not the only person who works 9-5 every week with weekends being the only time i&apos;m free to wait 3 hours for a courier to retrieve the package.Please revise on your courier services to be more convenient, i don&apos;t have the time to wait 3 hours plus not know exactly when between 3-6pm the postman is going to come. I had to cancel appointments just to wait around, please let customers choose a specific time for pickup service + weekend times as well. Some people have tight schedules and don&apos;t have time to wait for 3 hours without a specific time to expect.

",neg
"Bad experience

","I ordered a pair of Gucci Heel Sandals for a special occasion and the state that it was delivered to me in was completely unacceptable, and what I would consider  shocking condition for a luxury brand. Gucci shoes are usually always packaged individually in dust bags - which was far from the case when ordering online through Farfetch. My shoes came wrapped in plastic, the sticky label on the bottom of the shoe had been torn off and when I looked closely, scuff marks were visible on the shoe. It was clear these shoes were a bad-quality return. After reaching out to customer service I did not even receive a follow up on how the complaint had been escalated when I had sent through the images of the shoes. No one should receive shoes in that state, and this is particularly bad due to the luxury brand standards Gucci as a company holds and the lack of upholding these standards on Farfetch’s behalf.

",neg
"I am normally pleased with my purchases…

","I am normally pleased with my purchases from Farfetch.  Unfortunately, my last order was a disappointment.  I purchased a stunning long, Brunello Cucinelli dress with monilli straps.  When I opened the parcel, however, this expensive piece had literally been dumped in the shipping box without a garment bag, tissue, or proper protective cover.  This carelessness falls on the shoulders of the boutique that shipped the dress but, by association, reflects on Farfetch.

",neg
"I ordered a pair of white Valentino…

","I ordered a pair of white Valentino wedges and when the arrived they were creme, very disappointed!

",neg
"Farfetch review

","I shopped on Farfetch for years. Used to be a good site, prices were fair, and they often had promotional discounts. Now they charge twice what other merchants charge for the same product, started collecting tax, and not just from US retailers, and stopped having promotions. So i stopped shopping there. There are many other online retailers far better than Farfetch.

",neg
"High shipping costs yet no service at all

","You pay very high shipping costs with an order. Unfortunately, they ship with UPS, where there is a very high chance that the package will be lost, as was the case with me. I didn&apos;t mind paying high shipping costs because I assumed the service would be commensurate. However, this was not the case. I am still waiting for a lost package.... The customer service is friendly, but as long as they continue to work only with UPS, this was the last time for me.

",neg
"The usual size that I order (XS) was…

","The usual size that I order (XS) was too small. The size suggestion in the website was unfortunately wrong

",neg
"I got the wrong item and now I have to…

","I got the wrong item and now I have to return it! More work..

",neg
"No longer provide good service. Failing.

","Farfetch used to be one of my favourite go-to online retailers. But as they no longer bothering to reply when when incorrect sizes/ incorrect items are received, then the project is failing. My recent two orders resulted in a) a different item being received, then b) an incorrect size/ incorrect item being received. I feel that their project is failing.

",neg
"First and last time farfech won’t return money if package was stolen.

","This was my first time ordering from farfetch and it’s definitely going to be my last. I order a pair of comme des garcona plag converse for my birthday and it was stolen. I got the email saying how my package was delivered and left at my door cool, got home and my package wasn’t even at my door . Contacted Ups and they told me to contact far fetch but they will contact the driver and see what happened.  When I called far fetch they told me to wait till the next day I waited for the next day still no package. Call far fetch back and Explain what happened and they said how they would contact ups to see where’s my package. As I kept in contact with far fetch customer service I asked if they were able to send me a replacement they said they don’t send replacement but they can try to refund me my money . Got a email from them saying that they are unable to refund me my money because my package was delivered to the address that was provided. I wouldn’t be going through all of this if I had my package and I would’ve wrote a good review for the fast shipping. This is also my first time writing a bad review for a company. Like I told the customer service representative in the email I would never order from this company ever again.

",neg
"Received shirt and was not the color I…

","Received shirt and was not the color I ordered

",neg
"False product description &amp; terrible packaging

","Since Farfetch offers great deals on many luxury pieces, I was inevitably intrigued to make a purchase. I ordered a bag which was described as new with tags. Upon receiving my product, I noticed that Farfetch sends products directly from boutiques around the world, a sweet approach in helping small businesses make sales. The bag was as described apart from the fact that the stickers that are usually on the metal tips of the bag were removed therefore had moderate scratches on them. Secondly the packaging of the item was appalling. The beautiful leather bag was wrapped in a piece of flimsy tissue paper and thrown in a brown box taped with the Farfetch logo. There was no protection at all, due to the bag tumbling and tossing in the card board box this may have been the reasoning behind the scratches on the bag. As I did not want to cause myself stress with returning the product, I have kept it and hope to make a use out of it. Farfetch please make it a protocol for the small businesses to use adequate packaging when sending out a product. After all these are luxury items and customers need to be provided with the luxury experience.

",neg
"They really don’t have knowledge of the shoes they sell

","I talked to a representative on the phone and tried to get a good understanding on how the sizes run. She told me another size was gonna run a bit bigger when al along I needed the bigger size. They don’t run true to size, you have to buy them a size and a half up from your regular size

",neg
"Lack of authenticity card with purchase and came looking used

","Bought a pair of prada boots and they came looking used, the boots were scratched in places and had creases as though it was one pair that was out on display. The packaging again looked used, and it came with no authenticity card or anythingI never write reviews but I’m so disappointed

",neg
"Dirty sneakers in wrong size.

","I ordered sneakers in size 38IT and when I opened the box, there were sneakers in size 40IT. I know this stuff can happen, the worst is that one of the sneakers is dirty! For a sneakers that costs 650 euro, I am really disappointed.

",neg
"Shoe Color

","Very disappointed that the shoes are gold and not silver, otherwise they would have been perfect.

",neg
"Package arrived on time but the box was…

","Package arrived on time but the box was damaged and that can be upsetting. The measurements on the purse say 7 in in length buts it’s definitely smaller. overall an okay purchase.

",neg
"I received a faulty item through Far…

","I received a faulty item through Far Fetch (came from YSL Old Bond Street). I reported the item to Far Fetch and they told me to return the item and re-order it again.I reordered the item again online and I was literally sent the same faulty bag again for the second time. I understand that the bag was coming from the YSL store but it&apos;s still not good enough. This has wasted so much of my time ordering, arranging return couriers, waiting for the $ to be transferred back into my account etc.  I am very hesitant to use Farfetch again, it&apos;s just not worth it if they can&apos;t control the quality of the items that are sent from stores. Especially after I reported a faulty item and it obviously was just sent back to me.NB: I give this 2 stars and not 1 because their customer service line has been responsive at least

",neg
"Disappointing

","Disappointing. Ordered a dress. The wrong item came. I called them to see if they could arrange a swap. The customer service rep found that there seemed to be 2 items with similar names (and prices) I ordered a long silky dress, what came was a short leopard print dress. But we cross referenced item numbers and I was assured by that customer service representative that it was just an error and if I ordered again, the right item would get here in time for my birthday (where I live we can now go out to dinner in small groups - so I was excited to wear something pretty). So I ordered again. I was impressed when I even got a WhatsApp message saying they had followed up with the store to make sure the right item was sent this time. That turned out to be nonsense because, you guessed it, I received the wrong item again. I think the intentions of the customer service representatives are good. The actual help they can offer or control is absolutely minimum and sadly rather pointless. Little bit gutted to not be having a lovely new frock to wear next weekend.

",neg
"Description doesn’t match actual…

","Description doesn’t match actual product.Regular fit in description but when product arrived it was a slim fit..As this is my first time purchasing , I am quite impressed with the packing . Included for each shirt was a dust bag.

",neg
"delivery did not meet the expectations…

","delivery did not meet the expectations i raise when ordering from farfetch

",neg
"Shipping was handled so poorly that I…

","Shipping was handled so poorly that I had to have an item refunded.  It was in customs for weeks and I had multiple several hour calls to try to get the item through customs. Later I found out that both items I purchased were marked up by about 100%

",neg
"Bad customer service no replies

","I never write reviews however I am shocked how a luxury retailer cannot post accurate images of what they are selling and not reply to any emails. I bought a pair of expensive trainers and when they arrived they were not what I was expecting, as the colour was wrong. This is no error or mine and they were  misrepresented visually online and the image showed the colour I actually wanted !  No one at Farfetch seems to care as I have not had a respond to one email ! They clearly do not check the item against the images on there website which is awful for a retailer selling luxury items, from reading reviews I have seen this has happened to other people as well. When I sent them a message on Twitter they said someone would email me but no one has responded!There retina service seemed to me, easy and free which I think is very good but  I am now very concerned about getting a refund as a lot of customers have said Farfetch have made it difficult to get there money back. These were a present and it is a lot of money, for a retailer selling premium items they should have good customer service and an accurate website with images that actually are the product they are selling !

",neg
"Package arrived open no dust bag and no…

","Package arrived open no dust bag and no padding or stuffing to protect the item.

",neg
"Having problems getting a refund…

","Having problems getting a refund despite the item having been misrepresented visually and discriptively online. Not enough care is given in this regard, they clearly do not check the item against the visuals provided by the manufacturers. They just put the visuals on their website without checking that they are accurate. Then when evidence is provided and the item cost in excess of £3000, they do not refund.The item was a present but we went over the 14 day regund time as my husband didn&apos;t give me the present within that time and I hadn&apos;t been able to check it and see the difference.This goes against the consumer rights act 2015. Very difficult to speak to someone in person, so you just get &apos;the computer says no&apos; automatated response, even after a well put and personal, heart felt email.This online purchasing at it&apos;s worse.

",neg
"One of ring was already broke

","One of ring was already broke. I need to return it

",neg
"Terrible customer service and nightmare return process

","This is a review for Farfetch customer service, not the products themselves. The customer service was truly terrible. I called three times to initiate a return. Each time they gave me different information about the paperwork needed to return an item-each different from each other and also different again from the info on the return email they sent. What was worse is all three sources of info were incorrect and the DHL driver had to guide me as to what was actually needed. They were unapologetic and unaccountable for their incorrect information which risked me getting the item returned in their 14 day window and risked me getting a refund for the returned item. Although the items are beautiful I will not be ordering from Farfetch again.

",neg
"Missing the original packaging

","I recently bought a very expensive pair of brand new designers boot, but to my disappointment it came without its original box and packaging.

",neg
"Ordered a Prada Saffiano bag

","Ordered a Prada Saffiano bag, bag arrive fine but there were marks over the strap. Asked what could be done, customer service took a while to respond and said I could return for a full refund (which I didn&apos;t want as the bag itself was fine - only the strap had defects) - due to the item being sold out at the time of arrival I asked for a partial small refund to compensate for the condition of the strap and they said no. Then ignored my responseWont purchase from them again

",neg
"Fast efficient delivery but product…

","Fast efficient deliveryBUT product description was completely incorrect. Birkenstocks was falsely advertised as 100% leather; when in fact all vegan - as tag indicates as such birko flor.  I am very familiar with Birkenstocks and have over 10 pairs. Too much trouble to return in time of covid but will not buy this brand again here.

",neg
"I tried to use their puck up service…

","I tried to use their puck up service today. I scheduled pick up between 4 pm- 9 pm. The company shows up at my house at 2 pm when I wasn&apos;t home. I had no idea and stayed home after 4 pm waiting for them to come. Complete waste of my time and money. So angry right now!!! I had an important meeting I was to attend but didn&apos;t go. And now my time is wasted. What&apos;s the point of scheduling a time for puck up if they aren&apos;t going to listen!!

",neg
"Unclean clothes

","It is my second time to shop on Farfetch. For the first time, everything is fine. However, I was so disappointed on the second time shopping. The main problem is on the palm Angels. I&apos;m not sure if FARFETCH sell sencond hand or used products to customers. Weirdly the condition of the clothing that I received was really bad. Thereare too much female hair inside of the clothes. Also there is a lipstick imprint on the neckline. What&apos;s more, the clothes has a gust of strong perfume. To be honest, I do not care if someone tried or wear this clothes before. All I want is the clothes should be cleaned before it has been sent to the customer. The reason of the 2 star common is the materials of the clothes is still perfect and all the females&apos; hair and lipsticks imprint can be removed after washing. We all know that COVID-19 had infected our daily life. Also, It is a hard time for many companies. Therefore, some mistakes may happen or ignore. Even if it is my second time to shop on the FARFETCH, I am still a fan of it. I hope this common can be useful.

",neg
"This is my first disappointing…

","This is my first disappointing experience with this company. I ordered shoes that I really wanted, they advertised them as the last pair. Few days later, I received an email saying that the item is sold out, which I understand, but it made me a bit  disappointed. What really annoyed me was that they still had them in the online store, still the same size, still advertised an the last pair. Now I have to wait for a refund, and maybe someone else will get into the same situation, since the shoes are still “available” in their store.

",neg
"MASSIVE delays...

","Second time I order from Farfetch, second time I have a massive delay. I have been waiting for almost four weeks for a package ordered to Ireland. You have blamed this on Brexit issues (even though I placed my order over a week before Brexit).When I purchased a pair of trainers off of Mr Porter the day after, they were able to deliver to Ireland next day.I will be shopping with Mr Porter in future. 4 weeks for an order is totally ridiculous.You should warn customers on your website if you cannot deliver in a reasonable timeframe so that they can make up their mind if they want to purchase from you or not.

",neg
"This shipment took a very long time to…

","This shipment took a very long time to receive.

",neg
"Oh deary, deary me...

","You all probably know the story by now. Today is December 31st. Order placed December 20th. No tracker updates provided. Phoned twice and to be fair, they politely told me about the delays. Thank the lord my PayPal refund is through in a few days, now that they&apos;ve emailed me to say the item&apos;s out of stock (I wonder if a call to my credit card provider had anything to do with it?!). I found the staff to be as friendly as they could be given what they possibly cannot or are not authorized to do, hence the 2 stars, but this all reeks of a company on its knees guys. If that&apos;s genuinely because of COVID then I guess it&apos;s just sad times...BUT - here&apos;s the 3 killer alarm bells they told me on the phone -1. &quot;As far as I know&quot; the item is in stock2. Despite being within the 14 day cancellation period, the supplier will apparently not let me cancel. Why? (I didnt bother asking why)3. We don&apos;t charge your card until processing is finished. Really buddy?... I just told you that it had been charged already.Here&apos;s one for their leader/big man/the boss/whatever he likes to be called - always remember that the art of good business is being a good middle man. Bye-bye!

",neg
"Horrible experience with Farfetch

","Horrible experience with Farfetch. Been making several purchases through them from the past. Unfortunately this time round my latest purchased for Dolce Gabbana iPhone case which transacted on 15 Dec not fulfilled as stated within delivery timeline from 17 to 22 Dec. No follow up whatsoever from the team after sending so many emails. Will stop purchasing from them in near future. Not a trustworthy company.

",neg
"I have been trying to return an item…

","I have been trying to return an item worth £300 for 6 weeks now, not once have they contacted me to update me it’s always me ringing them. I lost out of giving this as a gift like I’d planned, their birthday is long gone and I’m still stuck with an unwanted item!!! Sort yourselves out Farfetch

",neg
"The website is great, BUT

","The website is great, but I am unable to return the item because the carrier service is not available during the 14 day return period. I would appreciate if in the future the return period is prolonged by the number of days the carrier service is not available, or another carrier company provides return serviceAlso when I needed to exchange the item a one size smaller, but currently, I have to return one item and order the new one, which is pretty much a fuss. As a customer I would be ready to pay for the additional service when somebody does all these actions for me to get the item exchange

",neg
"Very disappointing  experience

","Very disappointing  experience. Ordered a shirt because I loved the colour. The shirt I received was a completely different colour and was clearly labelled as such. Communication from customer service was poor in that it took almost 3 days to get a response and when I did, there was no acknowledgement that a mistake had been made and no offer to remedy the situation beyond returning  the item for refund.

",neg
"Very disappointed

","Very disappointed. I order a LVIR coat for Christmas but received a LOW CLASSIC dress after a week of wait. The packaging is very disappointing - there were no protection inside the box, just the item and a few pieces of paper. This is not the standard that I would expect based on my past experience with Farfetch. Delivery is slower and the attention to order preparation are not as good as before..

",neg
"wrong colour of shoes

","The quality is good but the colour is not off white but grey... I don’t know what to do...

",neg
"Packing

","Hi, I am surprised for this high end and high quality product doesn’t have proper packing like hanger and garment bag when sending it to customer. It was only wrapped with very thin (one layer and was gathered by a few to make a larger to cover the leather jacket but no tape or anything to avoid it got loose or move. It is very easy to get it scratched. I think you may want to relate this comment to the merchant and the packing team. Thanks.

",neg
"The bag i ordered seems that it was the…

","The bag i ordered seems that it was the one in the show, its look not very new, it’s even not packaged well. any way I loved the design.

",neg
"Terrible packaging!

","Terrible packaging! Received silk dress in a soft pouch without any waterproof/box protection, dress is full of fold lines and looks like a second-hand product.

",neg
"Packaging

","PackagingI am happy that the package came quickly (3 or 4 days after ordering) however, the packaging was a bit disappointing. Paying a few hundred dolar in a Chloe bag and then receiving the package just in a dust bag? I was expecting a box from chloe.

",neg
"The color did not match the item…

","The color did not match the item received. Pink color was brighter online and it’s muted in reality.

",neg
"Sizing Issue

","The Size details was not sufficient - I needed 1 size smaller

",neg
"It was bad bad bad

","It was bad bad bad. About the item it was great I loved it but it was delivered more than a month later!!! However the person that contacted me from costumer care was great and lovely so I’d rate it poor.

",neg
"Choosing DHL for delivery

","Choosing DHL for delivery, as always a bad idea, delivery notification 5 minutes before delivery, package brocken and opened.... Invoice missing. Not the best service one would expect for a quite expensive merchandise... Lucky I got the beautiful boots though!

",neg
"Not great

","Ordered a bracelet, that broke after 2 weeks. They were nice and I wanted to return it and get my money back, but I had no choice, they would only repair it. SO I agreed to send it back for repair, and that took over 3 and a half months, for it to arrive here.They did tho send with express for free when it was done.

",neg
"After 2 hours wear

","After 2 hours wear, a £200 cashmere jumper showed holes in BOTH armpits; Farfetch are telling me this is wear and tear!!I have requested a callback on this matter today on order HTYKTU.I will expect nothing less than a refund on the &apos;new&apos; item.

",neg
"Cheap and overpriced for what you get

","A very flimsy backpack cheaply constructed. Carries two big brand names-Supreme and North Face-but the bag doesn’t live up at all to the reputations of the two. Terribly disappointed.

",neg
"a bit disappointing

","Normally love Matches fashion, but sadly whoever packed them sent me a 12 UK when my order says clearly 11 UK. I love their stuff normally, but these shoes I will need to return and as I needed them for an event in a few days it’s a bit annoying.

",neg
"I bought an expensive pair of…

","I bought an expensive pair of shoes/mocassins (Visvims) and they came both a different colour. I have contacted them and they haven&apos;t replied yet with a solution or an explanation.

",neg
"The referral code does not work

","I was supposed to use the referral code but it doesn&apos;t work. Tried twice but there was error message shown in the website.

",neg
"The box was crooked and one of the…

","The box was crooked and one of the shoelaces were stained, looks like the shoes were either on display or were returned by another customer that ruin the shoes. Also the zip tie tag was pulled all the way to the end and can&apos;t be reversed

",neg
"I have been a long time shopper with…

","I have been a long time shopper with Farfetch and I have had good experiences shopping at their website. Their prices are generally very good and the website offers a wide selection of established and emerging designer product. I have never had a bad experience purchasing or returning an item from them. However, their customer service is horrible. Last year I shopped so much on their website that I reached platinum status. However, it was never awarded to me. I have had many conversations with them over the phone and by email where they promise they will fix it and nothing happens. So, I have rewarded them for their loyalty towards me by shopping very little on their website. Never forget your dollar matters.

",neg
"Order cancellation

","The website alone is amazing. But they cancelled my payment 3 - 4 times and i had to use a whole different card. When all they had to tell me they don’t accept that specific bank card.

",neg
"Just received my order today

","Just received my order today, not quite happy with the quality of the bag, it looks like second hand, I m confused is It brand new or not? the gift wrapping was so nice but the handbag is not as good as what we expected, the past experience from Farfetch was really good.

",neg
"Bad packaging, difficult to gift

","The packaging was really beat up and no effort was made to make it look like a gift of that value.

",neg
"I ordered a men’s Comme des garçons…

","I ordered a men’s Comme des garçons play T-shirt and I received the top but it’s women’s. The returns policy is hard as you have to email for a certain label, I think This is disgusting as I paid £15 for delivery. I would like a refund then I will order the top again in a men’s Large. I got sent the top with a Women&apos;s code •AZT087051But I should of had Men‘s top with the code •AZT088051

",neg
"Parcel was empty on arrival

","I ordered two bracelets for my wife through Farfetch, one arrived from a UK retailer completely fine within a week, the second from a retailer in Italy arrived after 2 weeks and once I unpacked it, the packet was open and bracelet was missing.I went through several emails with Farfetch who ultimately wouldn’t take any responsibility and tried to blame the parcel delivery company despite the fact that the parcel was completely intact on arrival and wrapped in farfetch branded tape with no sign of tampering post being packed by the retailer. They said they checked with the supplier in Italy who said they shipped it, which of course they would, and that’s as far as their support goes and asked me to deal with the parcel company myself, who of course also denied responsibility meaning I ultimately lose out.If you are selling designer products at high prices then you should guarantee safe delivery of those items, these things cost a lot of money for the average person. It’s a shame because they have some great products on their site but I won’t purchase through them again as I have lost full trust in their delivery service and ability to rectify it and look after their clients

",neg
"Very fast shipping but unfortunately…

","Very fast shipping but unfortunately received wrong item

",neg
"Returned shoes that were too large

","Returned shoes that were too large - didn’t hear back after a month so had to contact customer service. It’s now been two months and I still don’t have my money back. If you want to return an item, wouldn’t buy from here - international company and returns need to go through customs.

",neg
"Wrong product

","Everything was great except one thing.....I got the wrong t shirt, my guess was that the person packing the shirt in the store looked at just one picture and that is the front side of shirt that is the same as the one that i received. Now i am not sure what to do.

",neg
"Bad experienced

","I was so disappointed which never get my money back as they already received my return item. Firstly, they sent me the wrong item then I returned back to them straight away.  When they’ve received the item and said will refund the money to your original account in couple days. After ten days, they said they’ve reached out the partner as the refund has not been issued yet.I’m the silver member, ordered 3 times without any issues. The 4th times is horrible.

",neg
"My shippings are being delayed thats…

","My shippings are being delayed thats why I give 2 stars I’m still waiting for other sneakers

",neg
"Being a loyal customer should go a long…

","Being a loyal customer should go a long way with these companies.  Took forever to ship my item one, finally received the item and they sent the the wrong style. Order received June 3rd and returned June 4th.  I’ve yet to get my money back. Just a dry response after 3-5 emails asking for an update.  I was told they have the item but refund will not be issued until it’s compliant with the company who sent out the order.  Needless to say I will not be doing business here again

",neg
"Wrong description

","I bought a mini Johnny but it turns out a xs Johnny. The shipping takes longer than I expected.

",neg
"The item was not as described!

","The item was not as described. Says 18k, and actually stamped 585 which is 14k! Other stamps may indicate not pure. Really bad, considered false advertising. I almost think I need to get tested for 14k.  Not what I expected for a company selling high end jewelry.

",neg
"It was my first time buying on this…

","It was my first time buying on this site i was alittle worry because of the bad reviews but there was also some good reviews... so i took my chance because this Givenchy polo shirt was hard to find and i really wanted to get it on time for our anniversary... the good news is it arrived on time but the bad news is the polo shirt was dirty! the collar was so dirty looks like someone wore it or something it was black all around the collar almost feels like it was fake or something.. 😔😔 not sure if i want to buy stuff on here again.

",neg
"Can someone advise

","Can someone advise. I have purchased a pair of Prada sandals but it hasn’t come with a care card which all of my bags and shoes have come with which I have purchased direct from the designers company’s. Thank you

",neg
"I ordered a bag with silver chain and I…

","I ordered a bag with silver chain and I received a bag with a gold chain.

",neg
"Packaging lovely but everything else :(

","Packaging lovely but everything else disappointing. Late delivery (understand given situation) but no indication of delays on website or confirmation email just a delivery date that was exceeded by a week. Customer service provided a tracking number that didn’t work for 4 days. Returns policy inflexible and stuck at 14 days with the excuse that is the partners preference yet had I shopped direct partner has extended to 60 days. Learnt my lesson and will shop direct in the future

",neg
"The items was not as good that I saw on…

","The items was not as good that I saw on your website

",neg
"Defective product received; Replacement requested

","I received my order CAK8SH. However the shoe is defective and has incomplete finish. Could you please help to have the same replaced?The incomplete finish is at the very front of the shoes. While the product image on Farfetch clearly indicates that it’s a smooth finish, the shoe I received has uneven black patches under the Transparent  diamond shape. Please allow me to share pics for you to know more.I really waited very Long for Farfetch to list this product and bought it the moment it was listed. However I am very disappointed to have received a defective product when I had spend a premium for the shoe.I request a replacement. This is my first Jimmy Choo and Farfetch purchase and I sincerely hope you would not disappoint me.Awaiting your earliest reply.

",neg
"Keeps canceling orders

","I ordered items before from Farfetch with no problems using the same email address and also same delivery and billing address as of recently they keep canceling my order saying that can’t verify my billing. How is that possible when I ordered something before and received no hassle and now all of sudden you can’t verify billing and customer service is a joke they don’t help all they say is place a new order when I’m still waiting for my full refund from the order they canceled. They  make no sense whatsoever   ....I’m done with Farfetch they are a joke and ridiculous order at your own risk .

",neg
"Terrible customer service

","Terrible customer service. Two different items from the same order arrived in about two weeks gap. The latter was the one that was sent first and from a nearer country.Terrible customer service. All they do is copy paste robotic prewritten messages one after the other that are probably sent to every single customer without changing a single word.Lied about the package stuck in custom for the reason it was delayed about 10 days after it was released from there

",neg
"Sizing chart wrong

","Every time I receive orders of pairs of shoes, sizes are different from the size chart given online. So I ended up getting either too small or too big of a size. I love the product but the the sizing chart is wrong compare to the actual sizes. Need to update size chart as a guide. Thanks!

",neg
"The burberry trench coat I bought was…

","The burberry trench coat I bought was full of smoking smell

",neg
"The order arrived quickly but it was…

","The order arrived quickly but it was wrong item! Very disappointed

",neg
"I didn&apos;t receive a dustbag with my…

","I didn&apos;t receive a dustbag with my sneakers.

",neg
"The returns process was a nightmare

","The returns process was a nightmare! I booked a return, DHL arrived, collected the parcel and the next day delivered it back to me! So I rebooked another return time slot and DHL never showed up! I finally had to go to a drop off point to personally deliver the parcel on my way to the airport as I was travelling back home to my family and wasn&apos;t sure when I&apos;b be returning! What bothered me most was that the man helping me at your customer service contact wasn&apos;t taking any accountability and wasn&apos;t interested in finding the feasible solution for me.

",neg
"I live in New caledonia

","I live in New caledonia, a french island and I pay in $us... it s not normal...!!!In another Shop online, we pay in euro ...

",neg
"they couldn’t handle it right

","i have placed an order then i’ve waited 4 days just for them reviewing my items after that they asked a picture of my passport and credit for security and i provide them what they want later on they canceled my order after 4 days of reviewing my order they replied to me that my credit card of the picture i send it doesn’t match how it doesn’t match and i payed through this credit card i can’t believe it

",neg
"It started off well, but...

","It started off well. Even to the point where customer service was replying efficiently when the original box was missing from the item! Now that I’m trying to return the item, I’ve not heard back from customer service in 4 days! 3 emails and no reply to confirm if the item is on the way to the boutique. I’m truly disappointed by this since my previous experiences with FF have been positive.

",neg
"they don&apos;t want to refund you no matter what

","I shopped with them forever and am a &quot;Platinum&quot; customer. They started an investigation into a $1K item i said i returned but they hadn&apos;t received - okay. That was Jan 17. They said 10 days. In the meantime i looked it up on the UPS site and UPS said &quot;our bad, we lost it&quot; and issued a refund to Farfetch. But Farfetch still says 10 days... today they said 15 days! They also keep changing the start date of the investigation. They said the 17th, then the 22nd (UPS says the 22nd). Then the 24th. Today they said the 25th. They had said it could take up to 10 days but they would expedite bc of my Platinum status,,, today they say 15 days. I don&apos;t think I&apos;ll every see my money. Have started the Better Business Bureau process but it will be a long haul...

",neg
"Model Sizing

","For any reason Farfetch decided to remove the size reference from model in the pictures  making extremely difficult to choose the right size. For this reason I returned my last 2 purchases and really hesitating to purchase any additional item without having the model sizing.

",neg
"Horrible Customer Service

","I have bought numerous items from Farfetch and never had a problem with delivery. I purchased a $1,500 coat and they sent it to the wrong address (west 71 rather than East 71) so it was not delivered the 24th. I was told by DHL it would definitely be here the 26th. I informed Farfetch of the problem on the 24th. I did not get it the 26th or the 27th and all I received from Farfetch was an email saying they would get back to me in 2 days!!!!! Do not buy from Farfetch if you need something delivered in a reasonable time or if you want attentive Customer Service. There are numerous online high quality internet sites with great customer service and quality products.

",neg
"Everything is about 20% more expensive…

","Everything is about 20% more expensive than anywhere else, and they&apos;re not even able to provide a decent customer care or refund shipping when an item is returned

",neg
"Shocking Customer Service

","Shocking Customer Service. , Ordered A Gucci belt yet they said they cang Cancel The order under the (CCRs) Act Anyone Can Legally Cancel or refund Items! ABSOLUTELY DISGUSTED.

",neg
"Furla bag

","Normally I will receive the bag or shoes in nicest box from Farfetch, but my Furla bag came only with black arfetch dust bag without any furla box.I feel that I&apos;m buying a second hand bag instead of brand new bag, especially this is a gift for birthday.

",neg
"I’m normally quite happy with my…

","I’m normally quite happy with my shopping at Farfetch but this time the purse that I bought arrived with a scratch mark on the front center and I can’t erase it :(

",neg
"DHL is good, Farfetch customer service is poor.

","DHL is always good. However, they have a bad customer service, bad attitude, never solve a problem for customer, call is useless. And orders from UK is super slow process. Don’t buy items from UK retailers.

",neg
"Ray Ban Sunglasses Len Scratched.

","I just received my Ray Ban sunglasses. It was nicely and neatly packaged. However, I noticed the edge of the left lens had a small scratch on on. The scratch is visible to the naked eye. I love this purchase and it doesn&apos;t affect my vision when I wear it. But, it&apos;s still not flawless, which it&apos;s supposed to be! I&apos;ve shopped online at Farfetch over the last 5-6 years and I&apos;ve never had any issue with my purchases. I&apos;ve always been pleased with all my purchases - I trust Farfetch. Unfortunately, I&apos;m disappointed with the Farfetch and their Italian partner, Sons Of Anarchy S.R.L. (Brescia, Italy) for selling and shipping out a defective/ flawed pair of Ray Ban sunglasses for purchase. I probably won&apos;t buy anything from this Farfetch partner anymore. The issue of &apos;trust&apos; and &apos;confidence&apos; are such an important factors when it comes to deciding on a purchase, especially an online purchase. My overall confidence in shopping online at Farfetch is now a little shaken. I do hope Farfetch will find this feedback useful and work with their many partners to improve their customer&apos;s shopping  experience and find a way to restore my confidence in shopping here.

",neg
"Still wait for my refund!!

","Hey FarfetchI always give you the five-star reviews but I have to change my view so far. I’m biding for my refund given for my cancelled order but until now I don’t get any refund back. I frequently contacted you for this issue, and what you did is that I have to be patient then ignore me!? Why you act like it’s out of your business?!! So contact me by email ASAP! Or do me a favor here!!

",neg
"Price Gouging and Manipulation of Customers

","Tried using this site with a promo code for 10% off. Purchased an item only found on their site. They canceled my order for reasons that were suspicious and vague. When I contacted them they told me I was refunded and I could re-purchase the item. They ignored me when I asked them to honor the original price. Now the promo code doesn&apos;t work - and they also raised the price on the good, a whole $90 difference. Basically a shady online practice - lower the price of a monopolized good, offer a 1st time purchase promo deal - cancel the transaction and raise the price of the good - just to steal someones personal information. Will never shop here again and I recommend others do the same.

",neg
"The size guide is wrong in the website

","The size guide is wrong in the website. It shows 10US = 43 Italy which is my size but unfortunately the shoes are 44 which is big. I paid for the shipping already if I return them I won’t get 24$ back when it’s the website problem.

",neg
